slug,corpus,cutoff,winner_family,zipf_avg_nll,zm_avg_nll,moe_avg_nll,hierk_avg_nll,hierk_minus_moe,hierk_minus_zm,step2_helps,step2_gain,canonical_source
wealth_of_nations,Wealth of Nations,full,hier,6.195766995601775,6.175560092867926,6.161544629142846,6.15599061858259,-0.005554010560256728,-0.019569474285336064,False,-0.001178202026213604,results/zipf_angle4_hierk/hierk_head_window_table.csv
les_miserables,Les Miserables,top50,zm,4.269161916223064,4.230606733024641,4.273720056177259,4.24772732337878,-0.025992732798479246,0.017120590354139154,False,-0.024967343636574366,results/zipf_angle4_hierk/hierk_head_window_table.csv
les_miserables,Les Miserables,top100,zm,4.606742294283906,4.541211492317712,4.570927291317201,4.566673019711391,-0.004254271605809379,0.025461527393679795,False,-0.027265028813752243,results/zipf_angle4_hierk/hierk_head_window_table.csv
les_miserables,Les Miserables,top200,zm,4.941220583186824,4.862696876232594,4.876593169238623,4.891630098671682,0.015036929433058788,0.028933222439087913,False,-0.01885413226094096,results/zipf_angle4_hierk/hierk_head_window_table.csv
les_miserables,Les Miserables,top500,moe,5.377220133797875,5.295805111881646,5.291117284737402,5.3159106576163495,0.024793372878947117,0.02010554573470369,False,-0.005876321803931717,results/zipf_angle4_hierk/hierk_head_window_table.csv
les_miserables,Les Miserables,top1000,moe,5.695424531815359,5.619380925895356,5.605301244472779,5.623002668031567,0.017701423558787788,0.0036217421362101376,False,-0.006696431157835803,results/zipf_angle4_hierk/hierk_head_window_table.csv
les_miserables,Les Miserables,full,moe,6.8275718271667,6.802444035183806,6.800381977779332,6.801268330494189,0.0008863527148568195,-0.0011757046896168077,False,-0.001141208273094968,results/zipf_angle4_hierk/hierk_head_window_table.csv
decline_and_fall_vol1,Decline and Fall Vol 1,top50,zm,3.8786551158119473,3.8784557993075452,3.887168164326155,3.909618563540373,0.02245039921421821,0.031162764232827822,False,-0.011472586412445099,results/zipf_angle4_hierk/hierk_head_window_table.csv
decline_and_fall_vol1,Decline and Fall Vol 1,top100,zm,4.205491462818591,4.2049714028330705,4.207124908003498,4.247463191763004,0.040338283759506766,0.04249178892993388,False,-0.01681292042449782,results/zipf_angle4_hierk/hierk_head_window_table.csv
decline_and_fall_vol1,Decline and Fall Vol 1,top200,moe,4.554060788778424,4.553363031613308,4.550178834886374,4.596641452819729,0.046462617933355155,0.04327842120642167,False,-0.00819390932922888,results/zipf_angle4_hierk/hierk_head_window_table.csv
decline_and_fall_vol1,Decline and Fall Vol 1,top500,moe,5.020728802757466,5.019983249961774,5.012382712569932,5.044320884061363,0.03193817149143108,0.02433763409958889,False,-0.00900228426747443,results/zipf_angle4_hierk/hierk_head_window_table.csv
decline_and_fall_vol1,Decline and Fall Vol 1,top1000,moe,5.436133827535233,5.435461614685787,5.426234252905923,5.431251582500691,0.005017329594767972,-0.004210032185095969,False,-0.004614815417036809,results/zipf_angle4_hierk/hierk_head_window_table.csv
