slug,corpus,mode,step,rank,expression,math,rmse,uses_new_operator,canonical_source
shakespeare,Complete Works of Shakespeare,zm_residual,7,2,"add[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],add[add[div[mul[sub[pow[x,x],sqrt[x]],sub[cos[x],tanh[x]]],mul[div[div[x,1],eml[x,1]],div[div[1,x],add[1,x]]]],neg[mul[sub[tanh[x],erf[x]],sub[tanh[x],erf[x]]]]],add[add[mul[sub[pow[x,x],sinh[x]],sub[pow[x,x],sin[x]]],mul[sub[sin[x],mul[x,x]],sub[sin[x],sqrt[x]]]],mul[mul[add[sin[x],neg[x]],add[sin[x],neg[x]]],mul[sub[besselj[x],sin[x]],add[neg[x],sinh[x]]]]]]]","((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))+(((((pow(x,x)-sqrt(x))*(cos(x)-tanh(x)))/(((x/1)/EML(x,1))*((1/x)/(1+x))))+(-((tanh(x)-erf(x))*(tanh(x)-erf(x)))))+((((pow(x,x)-sinh(x))*(pow(x,x)-sin(x)))+((sin(x)-(x*x))*(sin(x)-sqrt(x))))+(((sin(x)+(-x))*(sin(x)+(-x)))*((J0(x)-sin(x))*((-x)+sinh(x)))))))",0.15856289264536727,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,7,3,"sub[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],add[erf[add[sub[add[1,neg[x]],sub[besselj[x],tanh[x]]],mul[add[erf[x],neg[x]],sub[gamma[x],1]]]],sub[mul[mul[sub[cosh[x],tan[x]],cos[add[x,x]]],mul[sub[pow[x,x],sqrt[x]],sub[cos[x],tanh[x]]]],mul[mul[sub[1,sinh[x]],sub[mul[x,x],sinh[x]]],mul[cos[add[x,x]],sub[erf[x],mul[x,x]]]]]]]","((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))-(erf((((1+(-x))-(J0(x)-tanh(x)))+((erf(x)+(-x))*(gamma(x)-1))))+((((cosh(x)-tan(x))*cos((x+x)))*((pow(x,x)-sqrt(x))*(cos(x)-tanh(x))))-(((1-sinh(x))*((x*x)-sinh(x)))*(cos((x+x))*(erf(x)-(x*x)))))))",0.15893070079154517,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,7,4,"sub[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],add[erf[add[sub[add[1,neg[x]],sub[besselj[x],tanh[x]]],mul[add[erf[x],neg[x]],sub[gamma[x],1]]]],add[mul[mul[sub[sqrt[x],sinh[x]],add[mul[x,x],neg[x]]],mul[sub[sqrt[x],sinh[x]],div[cos[x],eml[x,x]]]],mul[mul[sub[sqrt[x],sinh[x]],add[mul[x,x],neg[x]]],mul[sub[sqrt[x],sinh[x]],div[cos[x],eml[x,x]]]]]]]","((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))-(erf((((1+(-x))-(J0(x)-tanh(x)))+((erf(x)+(-x))*(gamma(x)-1))))+((((sqrt(x)-sinh(x))*((x*x)+(-x)))*((sqrt(x)-sinh(x))*(cos(x)/EML(x,x))))+(((sqrt(x)-sinh(x))*((x*x)+(-x)))*((sqrt(x)-sinh(x))*(cos(x)/EML(x,x)))))))",0.1589486354700631,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,7,5,"sub[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],sub[sub[sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]],mul[mul[sub[cosh[x],tan[x]],cos[add[x,x]]],mul[sub[gamma[x],mul[x,x]],add[neg[x],sinh[x]]]]],add[mul[mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]],mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]]],mul[mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]],mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]]]]]]","((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))-((((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x))))-(((cosh(x)-tan(x))*cos((x+x)))*((gamma(x)-(x*x))*((-x)+sinh(x)))))-((((cos(x)/EML(x,x))*(tanh(x)-sin(x)))*((cos(x)/EML(x,x))*(tanh(x)-sin(x))))+(((cos(x)/EML(x,x))*(tanh(x)-sin(x)))*((cos(x)/EML(x,x))*(tanh(x)-sin(x)))))))",0.1589541662976058,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,7,6,"add[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],tanh[tanh[neg[mul[sub[tanh[x],erf[x]],sub[tanh[x],erf[x]]]]]]]","((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))+tanh(tanh((-((tanh(x)-erf(x))*(tanh(x)-erf(x)))))))",0.15902617758781634,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,7,7,"add[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],add[tanh[neg[mul[sub[tanh[x],erf[x]],sub[tanh[x],erf[x]]]]],add[mul[mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]],mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]]],mul[mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]],mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]]]]]]","((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))+(tanh((-((tanh(x)-erf(x))*(tanh(x)-erf(x)))))+((((cos(x)/EML(x,x))*(tanh(x)-sin(x)))*((cos(x)/EML(x,x))*(tanh(x)-sin(x))))+(((cos(x)/EML(x,x))*(tanh(x)-sin(x)))*((cos(x)/EML(x,x))*(tanh(x)-sin(x)))))))",0.1590917390471465,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,7,8,"add[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],erf[add[sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]],mul[mul[sub[pow[x,x],sinh[x]],sub[pow[x,x],sin[x]]],mul[cos[add[x,x]],mul[log[x],log[x]]]]]]]","((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))+erf(((((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))+(((pow(x,x)-sinh(x))*(pow(x,x)-sin(x)))*(cos((x+x))*(log(x)*log(x)))))))",0.15926264885668923,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,7,9,"sub[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],tan[add[add[add[add[mul[x,x],neg[x]],sub[1,pow[x,x]]],add[add[mul[x,x],neg[x]],sub[1,pow[x,x]]]],mul[mul[sub[1,sqrt[x]],sub[pow[x,x],mul[x,x]]],mul[sub[1,sqrt[x]],sub[pow[x,x],mul[x,x]]]]]]]","((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))-tan((((((x*x)+(-x))+(1-pow(x,x)))+(((x*x)+(-x))+(1-pow(x,x))))+(((1-sqrt(x))*(pow(x,x)-(x*x)))*((1-sqrt(x))*(pow(x,x)-(x*x)))))))",0.1592973162471626,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,7,10,"add[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],add[sub[mul[mul[sub[cosh[x],tan[x]],cos[add[x,x]]],mul[sub[sqrt[x],mul[x,x]],sub[besselj[x],1]]],mul[mul[sub[cos[x],besselj[x]],sub[cos[x],besselj[x]]],mul[sub[cos[x],besselj[x]],sub[cos[x],besselj[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]]]","((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))+(((((cosh(x)-tan(x))*cos((x+x)))*((sqrt(x)-(x*x))*(J0(x)-1)))-(((cos(x)-J0(x))*(cos(x)-J0(x)))*((cos(x)-J0(x))*(cos(x)-J0(x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x)))))))",0.1594982776361016,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,8,1,"add[add[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],erf[sub[div[mul[sub[sin[x],erf[x]],sub[besselj[x],mul[x,x]]],mul[div[div[x,1],eml[x,1]],div[div[1,x],add[1,x]]]],mul[mul[sub[1,sinh[x]],sub[mul[x,x],sinh[x]]],mul[cos[add[x,x]],sub[erf[x],mul[x,x]]]]]]],sub[add[add[add[mul[sub[pow[x,x],sinh[x]],sub[pow[x,x],sin[x]]],mul[sub[sin[x],mul[x,x]],sub[sin[x],sqrt[x]]]],mul[mul[sub[gamma[x],mul[x,x]],sub[pow[x,x],sqrt[x]]],mul[sub[sqrt[x],mul[x,x]],sub[pow[x,x],tanh[x]]]]],add[add[mul[sub[pow[x,x],sinh[x]],sub[pow[x,x],sin[x]]],mul[sub[sin[x],mul[x,x]],sub[sin[x],sqrt[x]]]],mul[mul[sub[gamma[x],mul[x,x]],sub[pow[x,x],sqrt[x]]],mul[sub[sqrt[x],mul[x,x]],sub[pow[x,x],tanh[x]]]]]],add[neg[mul[mul[sub[cos[x],besselj[x]],sub[cos[x],besselj[x]]],mul[sub[cos[x],besselj[x]],sub[cos[x],besselj[x]]]]],sub[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],mul[mul[sub[1,sinh[x]],sub[mul[x,x],sinh[x]]],mul[cos[add[x,x]],sub[erf[x],mul[x,x]]]]]]]]","(((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))+erf(((((sin(x)-erf(x))*(J0(x)-(x*x)))/(((x/1)/EML(x,1))*((1/x)/(1+x))))-(((1-sinh(x))*((x*x)-sinh(x)))*(cos((x+x))*(erf(x)-(x*x)))))))+((((((pow(x,x)-sinh(x))*(pow(x,x)-sin(x)))+((sin(x)-(x*x))*(sin(x)-sqrt(x))))+(((gamma(x)-(x*x))*(pow(x,x)-sqrt(x)))*((sqrt(x)-(x*x))*(pow(x,x)-tanh(x)))))+((((pow(x,x)-sinh(x))*(pow(x,x)-sin(x)))+((sin(x)-(x*x))*(sin(x)-sqrt(x))))+(((gamma(x)-(x*x))*(pow(x,x)-sqrt(x)))*((sqrt(x)-(x*x))*(pow(x,x)-tanh(x))))))-((-(((cos(x)-J0(x))*(cos(x)-J0(x)))*((cos(x)-J0(x))*(cos(x)-J0(x)))))+((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))-(((1-sinh(x))*((x*x)-sinh(x)))*(cos((x+x))*(erf(x)-(x*x))))))))",0.15495959568741555,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,8,2,"add[add[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],erf[sub[div[mul[sub[sin[x],erf[x]],sub[besselj[x],mul[x,x]]],mul[div[div[x,1],eml[x,1]],div[div[1,x],add[1,x]]]],mul[mul[sub[1,sinh[x]],sub[mul[x,x],sinh[x]]],mul[cos[add[x,x]],sub[erf[x],mul[x,x]]]]]]],erf[add[add[add[mul[sub[pow[x,x],sinh[x]],sub[pow[x,x],sin[x]]],mul[sub[sin[x],mul[x,x]],sub[sin[x],sqrt[x]]]],mul[mul[sub[gamma[x],mul[x,x]],sub[pow[x,x],sqrt[x]]],mul[sub[sqrt[x],mul[x,x]],sub[pow[x,x],tanh[x]]]]],add[add[mul[sub[pow[x,x],sinh[x]],sub[pow[x,x],sin[x]]],mul[sub[sin[x],mul[x,x]],sub[sin[x],sqrt[x]]]],mul[mul[sub[gamma[x],mul[x,x]],sub[pow[x,x],sqrt[x]]],mul[sub[sqrt[x],mul[x,x]],sub[pow[x,x],tanh[x]]]]]]]]","(((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))+erf(((((sin(x)-erf(x))*(J0(x)-(x*x)))/(((x/1)/EML(x,1))*((1/x)/(1+x))))-(((1-sinh(x))*((x*x)-sinh(x)))*(cos((x+x))*(erf(x)-(x*x)))))))+erf((((((pow(x,x)-sinh(x))*(pow(x,x)-sin(x)))+((sin(x)-(x*x))*(sin(x)-sqrt(x))))+(((gamma(x)-(x*x))*(pow(x,x)-sqrt(x)))*((sqrt(x)-(x*x))*(pow(x,x)-tanh(x)))))+((((pow(x,x)-sinh(x))*(pow(x,x)-sin(x)))+((sin(x)-(x*x))*(sin(x)-sqrt(x))))+(((gamma(x)-(x*x))*(pow(x,x)-sqrt(x)))*((sqrt(x)-(x*x))*(pow(x,x)-tanh(x))))))))",0.15594557850980767,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,8,3,"add[add[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],erf[sub[div[mul[sub[sin[x],erf[x]],sub[besselj[x],mul[x,x]]],mul[div[div[x,1],eml[x,1]],div[div[1,x],add[1,x]]]],mul[mul[sub[1,sinh[x]],sub[mul[x,x],sinh[x]]],mul[cos[add[x,x]],sub[erf[x],mul[x,x]]]]]]],tanh[tanh[tanh[neg[mul[sub[tanh[x],erf[x]],sub[tanh[x],erf[x]]]]]]]]","(((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))+erf(((((sin(x)-erf(x))*(J0(x)-(x*x)))/(((x/1)/EML(x,1))*((1/x)/(1+x))))-(((1-sinh(x))*((x*x)-sinh(x)))*(cos((x+x))*(erf(x)-(x*x)))))))+tanh(tanh(tanh((-((tanh(x)-erf(x))*(tanh(x)-erf(x))))))))",0.15701230310681202,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,zm_residual,8,4,"add[add[add[div[sub[mul[mul[log[x],log[x]],sub[pow[x,x],erf[x]]],mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]]],sub[mul[sub[sub[x,1],log[x]],eml[neg[x],cosh[x]]],mul[div[cos[x],eml[x,x]],add[erf[x],neg[x]]]]],add[add[mul[add[neg[x],pow[x,x]],add[besselj[x],neg[x]]],mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]]],sub[mul[sub[sin[x],erf[x]],sub[1,pow[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]],erf[sub[div[mul[sub[sin[x],erf[x]],sub[besselj[x],mul[x,x]]],mul[div[div[x,1],eml[x,1]],div[div[1,x],add[1,x]]]],mul[mul[sub[1,sinh[x]],sub[mul[x,x],sinh[x]]],mul[cos[add[x,x]],sub[erf[x],mul[x,x]]]]]]],tanh[add[tanh[neg[mul[sub[tanh[x],erf[x]],sub[tanh[x],erf[x]]]]],add[mul[mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]],mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]]],mul[mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]],mul[div[cos[x],eml[x,x]],sub[tanh[x],sin[x]]]]]]]]","(((((((log(x)*log(x))*(pow(x,x)-erf(x)))-(((-x)+pow(x,x))*(J0(x)+(-x))))/((((x-1)-log(x))*EML((-x),cosh(x)))-((cos(x)/EML(x,x))*(erf(x)+(-x)))))+(((((-x)+pow(x,x))*(J0(x)+(-x)))+((pow(x,x)-sqrt(x))*EML((-x),cosh(x))))+(((sin(x)-erf(x))*(1-pow(x,x)))-((sin(x)+(-x))*(sin(x)+(-x))))))+erf(((((sin(x)-erf(x))*(J0(x)-(x*x)))/(((x/1)/EML(x,1))*((1/x)/(1+x))))-(((1-sinh(x))*((x*x)-sinh(x)))*(cos((x+x))*(erf(x)-(x*x)))))))+tanh((tanh((-((tanh(x)-erf(x))*(tanh(x)-erf(x)))))+((((cos(x)/EML(x,x))*(tanh(x)-sin(x)))*((cos(x)/EML(x,x))*(tanh(x)-sin(x))))+(((cos(x)/EML(x,x))*(tanh(x)-sin(x)))*((cos(x)/EML(x,x))*(tanh(x)-sin(x))))))))",0.15706879803835727,True,results/zipf_widened_grammar_diagnostic/summary.json
