slug,corpus,mode,step,rank,expression,math,rmse,uses_new_operator,canonical_source
shakespeare,Complete Works of Shakespeare,post_is_residual,5,7,"add[sub[mul[mul[log[x],tan[x]],eml[neg[x],cosh[x]]],mul[log[gamma[x]],sub[erf[x],pow[x,x]]]],sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]","((((log(x)*tan(x))*EML((-x),cosh(x)))-(log(gamma(x))*(erf(x)-pow(x,x))))+((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))",0.17521777389498064,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,5,8,"add[sub[mul[mul[log[x],tan[x]],eml[neg[x],cosh[x]]],mul[log[gamma[x]],sub[erf[x],pow[x,x]]]],sub[mul[mul[log[x],tan[x]],eml[neg[x],cosh[x]]],mul[log[gamma[x]],sub[erf[x],pow[x,x]]]]]","((((log(x)*tan(x))*EML((-x),cosh(x)))-(log(gamma(x))*(erf(x)-pow(x,x))))+(((log(x)*tan(x))*EML((-x),cosh(x)))-(log(gamma(x))*(erf(x)-pow(x,x)))))",0.17525890923240228,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,5,9,"add[sub[mul[mul[log[x],tan[x]],eml[neg[x],cosh[x]]],mul[log[gamma[x]],sub[erf[x],pow[x,x]]]],add[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[add[neg[x],sqrt[x]],mul[log[x],sinh[x]]]]]","((((log(x)*tan(x))*EML((-x),cosh(x)))-(log(gamma(x))*(erf(x)-pow(x,x))))+((((x*x)-erf(x))*EML((-x),cosh(x)))+(((-x)+sqrt(x))*(log(x)*sinh(x)))))",0.17540473861673672,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,5,10,"add[add[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[add[neg[x],sqrt[x]],mul[log[x],sinh[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]]","(((((x*x)-erf(x))*EML((-x),cosh(x)))+(((-x)+sqrt(x))*(log(x)*sinh(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))",0.1754462462850639,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,6,1,"add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]","((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))))",0.17213814640458086,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,6,2,"add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],add[mul[mul[log[x],neg[x]],sub[pow[x,x],besselj[x]]],mul[mul[log[x],neg[x]],sub[pow[x,x],besselj[x]]]]]]","((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((log(x)*(-x))*(pow(x,x)-J0(x)))+((log(x)*(-x))*(pow(x,x)-J0(x))))))",0.1724456030958715,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,6,3,"add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]]]","((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+(((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x))))))",0.1725247782214001,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,6,4,"add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[pow[x,x],sqrt[x]],eml[neg[x],cosh[x]]],mul[sub[tanh[x],erf[x]],sub[tanh[x],erf[x]]]]]]","((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((pow(x,x)-sqrt(x))*EML((-x),cosh(x)))-((tanh(x)-erf(x))*(tanh(x)-erf(x))))))",0.17293960552327978,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,6,5,"erf[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]]]","erf((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x))))))",0.1730381618907796,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,6,6,"add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[mul[mul[mul[sub[x,1],sub[1,x]],sub[add[1,x],eml[x,1]]],sub[sub[mul[x,x],sqrt[x]],sub[tanh[x],besselj[x]]]],add[mul[sub[erf[x],besselj[x]],sub[erf[x],sqrt[x]]],mul[sub[tan[x],cosh[x]],add[neg[x],sqrt[x]]]]]]","((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+(((((x-1)*(1-x))*((1+x)-EML(x,1)))*(((x*x)-sqrt(x))-(tanh(x)-J0(x))))+(((erf(x)-J0(x))*(erf(x)-sqrt(x)))+((tan(x)-cosh(x))*((-x)+sqrt(x))))))",0.17313348810557475,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,6,7,"add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],mul[tanh[mul[div[cos[x],add[x,x]],log[gamma[x]]]],add[sub[mul[log[x],erf[x]],div[log[x],eml[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]]","((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+(tanh(((cos(x)/(x+x))*log(gamma(x))))*(((log(x)*erf(x))-(log(x)/EML(x,x)))+((sin(x)+(-x))*(sin(x)+(-x))))))",0.17317196629885398,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,6,8,"add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],sub[add[mul[sub[sinh[x],1],mul[log[x],neg[x]]],mul[add[neg[x],sqrt[x]],sub[tanh[x],cos[x]]]],tanh[sub[sub[tanh[x],besselj[x]],mul[log[x],sin[x]]]]]]","((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((((sinh(x)-1)*(log(x)*(-x)))+(((-x)+sqrt(x))*(tanh(x)-cos(x))))-tanh(((tanh(x)-J0(x))-(log(x)*sin(x))))))",0.17322897977706653,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,6,9,"add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[sub[mul[mul[log[x],tan[x]],eml[neg[x],cosh[x]]],mul[log[gamma[x]],sub[erf[x],pow[x,x]]]],mul[mul[sub[sin[x],erf[x]],sub[sinh[x],pow[x,x]]],mul[mul[log[x],besselj[x]],sub[sinh[x],pow[x,x]]]]]]","((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((((log(x)*tan(x))*EML((-x),cosh(x)))-(log(gamma(x))*(erf(x)-pow(x,x))))+(((sin(x)-erf(x))*(sinh(x)-pow(x,x)))*((log(x)*J0(x))*(sinh(x)-pow(x,x))))))",0.17323354451928047,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,6,10,"add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],mul[mul[sub[tanh[x],sin[x]],sub[sin[x],sqrt[x]]],sub[div[log[x],1],mul[log[x],mul[x,x]]]]]]","((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((tanh(x)-sin(x))*(sin(x)-sqrt(x)))*((log(x)/1)-(log(x)*(x*x))))))",0.1732395339384546,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,7,1,"erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]]","erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))",0.17115923221025695,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,7,2,"sub[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]],add[mul[sub[mul[div[div[1,x],eml[1,x]],sub[pow[x,x],sqrt[x]]],mul[mul[log[x],pow[x,x]],mul[log[x],pow[x,x]]]],neg[mul[sub[mul[x,x],pow[x,x]],sub[mul[x,x],tanh[x]]]]],mul[tanh[mul[div[cos[x],add[x,x]],log[gamma[x]]]],add[mul[mul[log[x],neg[x]],sub[pow[x,x],besselj[x]]],mul[mul[log[x],neg[x]],sub[pow[x,x],besselj[x]]]]]]]","(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))))-((((((1/x)/EML(1,x))*(pow(x,x)-sqrt(x)))-((log(x)*pow(x,x))*(log(x)*pow(x,x))))*(-(((x*x)-pow(x,x))*((x*x)-tanh(x)))))+(tanh(((cos(x)/(x+x))*log(gamma(x))))*(((log(x)*(-x))*(pow(x,x)-J0(x)))+((log(x)*(-x))*(pow(x,x)-J0(x)))))))",0.17140014575755708,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,7,3,"sub[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]],add[erf[erf[sub[div[log[x],cosh[x]],mul[log[x],cos[x]]]]],mul[tanh[mul[div[cos[x],add[x,x]],log[gamma[x]]]],add[mul[mul[log[x],neg[x]],sub[pow[x,x],besselj[x]]],mul[mul[log[x],neg[x]],sub[pow[x,x],besselj[x]]]]]]]","(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))))-(erf(erf(((log(x)/cosh(x))-(log(x)*cos(x)))))+(tanh(((cos(x)/(x+x))*log(gamma(x))))*(((log(x)*(-x))*(pow(x,x)-J0(x)))+((log(x)*(-x))*(pow(x,x)-J0(x)))))))",0.171445515771121,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,7,4,"add[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]],sub[add[neg[mul[sub[pow[x,x],sqrt[x]],sub[mul[x,x],erf[x]]]],neg[mul[sub[pow[x,x],sqrt[x]],sub[mul[x,x],erf[x]]]]],mul[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],tanh[mul[div[cos[x],add[x,x]],log[gamma[x]]]]]]]","(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))))+(((-((pow(x,x)-sqrt(x))*((x*x)-erf(x))))+(-((pow(x,x)-sqrt(x))*((x*x)-erf(x)))))-((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))*tanh(((cos(x)/(x+x))*log(gamma(x)))))))",0.17147911295863902,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,7,5,"add[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]],sub[sub[sub[mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]],mul[sub[sin[x],erf[x]],sub[tan[x],cosh[x]]]],sub[mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]],mul[add[neg[x],sqrt[x]],sub[tanh[x],cos[x]]]]],mul[tanh[mul[div[cos[x],add[x,x]],log[gamma[x]]]],add[mul[mul[log[x],neg[x]],sub[pow[x,x],besselj[x]]],mul[mul[log[x],neg[x]],sub[pow[x,x],besselj[x]]]]]]]","(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))))+(((((tanh(x)-J0(x))*EML((-x),cosh(x)))-((sin(x)-erf(x))*(tan(x)-cosh(x))))-(((tanh(x)-J0(x))*EML((-x),cosh(x)))-(((-x)+sqrt(x))*(tanh(x)-cos(x)))))-(tanh(((cos(x)/(x+x))*log(gamma(x))))*(((log(x)*(-x))*(pow(x,x)-J0(x)))+((log(x)*(-x))*(pow(x,x)-J0(x)))))))",0.17151378962515001,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,7,6,"sin[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]]","sin(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))",0.1715684755498125,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,7,7,"sub[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]],add[erf[erf[sub[div[log[x],cosh[x]],mul[log[x],cos[x]]]]],mul[tanh[mul[div[cos[x],add[x,x]],log[gamma[x]]]],sub[mul[mul[log[x],tan[x]],eml[neg[x],cosh[x]]],mul[mul[sub[x,1],sub[1,x]],sub[add[1,x],eml[x,1]]]]]]]","(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))))-(erf(erf(((log(x)/cosh(x))-(log(x)*cos(x)))))+(tanh(((cos(x)/(x+x))*log(gamma(x))))*(((log(x)*tan(x))*EML((-x),cosh(x)))-(((x-1)*(1-x))*((1+x)-EML(x,1)))))))",0.17158386116236535,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,7,8,"tanh[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]]","tanh(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))",0.17163573874202712,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,7,9,"add[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]],add[add[mul[sub[mul[log[x],besselj[x]],add[mul[x,x],neg[x]]],mul[mul[log[x],tanh[x]],add[erf[x],neg[x]]]],mul[sub[mul[log[x],besselj[x]],add[mul[x,x],neg[x]]],mul[mul[log[x],tanh[x]],add[erf[x],neg[x]]]]],add[mul[sub[mul[log[x],besselj[x]],add[mul[x,x],neg[x]]],mul[mul[log[x],tanh[x]],add[erf[x],neg[x]]]],mul[sub[mul[log[x],besselj[x]],add[mul[x,x],neg[x]]],mul[mul[log[x],tanh[x]],add[erf[x],neg[x]]]]]]]","(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))))+(((((log(x)*J0(x))-((x*x)+(-x)))*((log(x)*tanh(x))*(erf(x)+(-x))))+(((log(x)*J0(x))-((x*x)+(-x)))*((log(x)*tanh(x))*(erf(x)+(-x)))))+((((log(x)*J0(x))-((x*x)+(-x)))*((log(x)*tanh(x))*(erf(x)+(-x))))+(((log(x)*J0(x))-((x*x)+(-x)))*((log(x)*tanh(x))*(erf(x)+(-x)))))))",0.17177245756465556,True,results/zipf_widened_grammar_diagnostic/summary.json
