grid_index,domain_value,sr_x,log_p_emp,log_p_fit,residual
263,-0.43995926191160306,0.87751360666479183,-1.671614250565636,-1.4336225032410197,-0.23799174732461625
264,-0.42796012012091111,0.8780772078945136,-1.6731319334728922,-1.4313921394939351,-0.24173979397895717
265,-0.41596097833021917,0.87863867830164588,-1.6745146396286574,-1.4292180865925403,-0.24529655303611708
266,-0.40396183653952722,0.87919803393764007,-1.6757625152310454,-1.4271003445368351,-0.24866217069421026
267,-0.39196269474883527,0.87975529067325486,-1.6768766179077688,-1.4250389133268198,-0.25183770458094901
268,-0.37996355295814332,0.88031046420125836,-1.6778588814042148,-1.4230337929624941,-0.25482508844172069
269,-0.36796441116745138,0.88086357003907978,-1.678712070772868,-1.4210849834438584,-0.25762708732900963
270,-0.35596526937675943,0.88141462353141176,-1.6794397287049885,-1.4191924847709123,-0.26024724393407617
271,-0.34396612758606748,0.8819636398527646,-1.6800461137920051,-1.4173562969436562,-0.26268981684834891
272,-0.33196698579537598,0.88251063400997387,-1.6805361316344503,-1.4155764199620897,-0.26495971167236054
273,-0.31996784400468403,0.88305562084466127,-1.6809152598265362,-1.413852853826213,-0.26706240600032327
274,-0.30796870221399208,0.88359861503565151,-1.6811894679332207,-1.4121855985360261,-0.26900386939719456
275,-0.29596956042330014,0.88413963110134386,-1.6813651336416446,-1.4105746540915289,-0.2707904795501157
276,-0.28397041863260819,0.88467868340204214,-1.6814489563100539,-1.4090200204927215,-0.27242893581733241
277,-0.27197127684191624,0.8852157861422415,-1.6814478691545376,-1.4075216977396039,-0.27392617141493369
278,-0.2599721350512243,0.88575095337287413,-1.6813689513072818,-1.406079685832176,-0.27528926547510579
279,-0.24797299326053235,0.88628419899351507,-1.6812193409521463,-1.4046939847704378,-0.27652535618170848
280,-0.2359738514698404,0.88681553675454838,-1.6810061506945886,-1.4033645945543896,-0.27764155614019903
281,-0.22397470967914845,0.88734498025929431,-1.6807363862560436,-1.402091515184031,-0.27864487107201263
282,-0.21197556788845651,0.88787254296609985,-1.6804168695012363,-1.4008747466593621,-0.27954212284187419
283,-0.19997642609776456,0.88839823819038999,-1.6800541667107298,-1.3997142889803831,-0.28033987773034674
284,-0.18797728430707261,0.88892207910668597,-1.6796545229061108,-1.3986101421470938,-0.28104438075901705
